timestamp,date_GMT,status,attendance,home_team_name,away_team_name,referee,Game Week,Pre-Match PPG (Home),Pre-Match PPG (Away),home_ppg,away_ppg,home_team_goal_count,away_team_goal_count,total_goal_count,total_goals_at_half_time,home_team_goal_count_half_time,away_team_goal_count_half_time,home_team_goal_timings,away_team_goal_timings,home_team_corner_count,away_team_corner_count,home_team_yellow_cards,home_team_red_cards,away_team_yellow_cards,away_team_red_cards,home_team_first_half_cards,home_team_second_half_cards,away_team_first_half_cards,away_team_second_half_cards,home_team_shots,away_team_shots,home_team_shots_on_target,away_team_shots_on_target,home_team_shots_off_target,away_team_shots_off_target,home_team_fouls,away_team_fouls,home_team_possession,away_team_possession,Home Team Pre-Match xG,Away Team Pre-Match xG,team_a_xg,team_b_xg,average_goals_per_match_pre_match,btts_percentage_pre_match,over_15_percentage_pre_match,over_25_percentage_pre_match,over_35_percentage_pre_match,over_45_percentage_pre_match,over_15_HT_FHG_percentage_pre_match,over_05_HT_FHG_percentage_pre_match,over_15_2HG_percentage_pre_match,over_05_2HG_percentage_pre_match,average_corners_per_match_pre_match,average_cards_per_match_pre_match,odds_ft_home_team_win,odds_ft_draw,odds_ft_away_team_win,odds_ft_over15,odds_ft_over25,odds_ft_over35,odds_ft_over45,odds_btts_yes,odds_btts_no,stadium_name
1704891600,Jan 10 2024 - 1:00pm,complete,N/A,South Africa,Lesotho,N/A,N/A,0.00,0.00,1.00,1.00,0,0,0,0,0,0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00,0.00,0.00,0.00,1.00,0,50,0,0,0,0,50,0,50,0.00,-1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,N/A
1704895200,Jan 10 2024 - 2:00pm,complete,N/A,Congo DR,Burkina,N/A,N/A,1.00,0.00,0.50,1.00,1,2,3,2,0,2,"57","36,40",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00,0.00,0.00,0.00,1.50,50,50,50,0,0,50,50,0,50,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Stade des Martyrs de la Pentecôte
1704900600,Jan 10 2024 - 3:30pm,complete,N/A,Saudi Arabia,Hong Kong,N/A,N/A,2.00,1.50,2.33,1.40,1,0,1,1,1,0,"21","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00,0.00,0.00,0.00,1.75,50,50,50,0,0,25,25,0,50,0.00,-2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,N/A
1704907800,Jan 10 2024 - 5:30pm,complete,N/A,Tunisia,Cape Verde Islands,N/A,N/A,1.00,0.00,1.50,2.00,2,0,2,1,1,0,"12,53","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.96,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,7.00,2.00,1.48,4.30,9.40,1.41,2.26,4.30,9.60,2.32,1.61,Stade Olympique de Radès
1704985200,Jan 11 2024 - 3:00pm,complete,N/A,Morocco,Sierra Leone,N/A,N/A,0.00,0.00,2.33,0.00,3,1,4,3,2,1,"30,35,55","10",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00,0.00,0.00,0.00,3.00,50,50,50,50,50,50,50,50,50,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,N/A
1705075200,Jan 12 2024 - 4:00pm,complete,N/A,Kuwait,Libya,N/A,N/A,0.00,3.00,0.00,2.60,1,3,4,0,0,0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00,1.96,0.00,0.00,1.75,25,50,50,25,0,25,50,25,25,4.50,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Jaber Al-Ahmad International Stadium
1705082400,Jan 12 2024 - 6:00pm,complete,N/A,Sweden,Estonia,N/A,N/A,0.00,0.00,1.20,0.00,2,1,3,2,1,1,"30,53","19",3,3,1,0,2,0,1,0,1,1,10,6,6,3,2,3,8,12,71,29,0.00,0.00,1.22,0.75,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,1.33,4.50,7.50,1.20,1.70,2.60,4.50,2.00,1.73,N/A
1705190400,Jan 14 2024 - 12:00am,complete,N/A,Guatemala,Iceland,Rubiel Vazquez,N/A,0.00,0.00,0.43,2.25,0,1,1,0,0,0,"","79",5,5,1,0,0,0,1,0,0,0,16,11,4,7,9,2,19,20,49,51,0.00,0.00,1.63,1.59,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,4.00,3.50,1.83,1.46,2.25,4.70,11.50,2.00,1.73,Estadio Cementos Progreso
1705539600,Jan 18 2024 - 1:00am,complete,N/A,Honduras,Iceland,Natalie Simon,N/A,0.00,3.00,0.33,2.25,0,2,2,0,0,0,"","48,58",5,1,2,0,2,0,1,1,1,1,10,8,5,5,4,3,15,12,77,23,0.00,1.59,1.28,1.13,0.50,0,0,0,0,0,0,0,0,50,5.00,0.00,2.60,3.00,2.63,1.36,2.25,4.00,7.50,1.91,1.80,N/A
1705680000,Jan 19 2024 - 4:00pm,complete,N/A,Kuwait,Uganda,N/A,N/A,0.00,0.00,0.00,1.33,0,2,2,1,0,1,"","10,85",3,3,-1,-1,-1,-1,-1,-1,-1,-1,14,14,6,6,8,8,-1,-1,58,42,0.00,0.00,1.62,1.62,2.00,50,50,50,50,0,0,0,0,0,0.00,-1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Jaber Al-Ahmad International Stadium
1705780800,Jan 20 2024 - 8:00pm,complete,N/A,USMNT,Slovenia,Pierre Luce Lauziere,N/A,0.00,0.00,0.40,2.20,0,1,1,1,0,1,"","26",5,5,1,0,2,0,0,1,1,1,16,10,4,5,8,4,7,18,68,32,0.00,0.00,1.51,1.20,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,1.67,3.60,5.00,1.33,2.10,3.65,7.00,2.00,1.73,N/A
1706925600,Feb 03 2024 - 2:00am,complete,N/A,Costa Rica,El Salvador,N/A,N/A,0.00,0.00,1.33,0.83,2,0,2,1,1,0,"20,70","",3,4,0,0,1,0,0,0,0,1,17,3,6,2,11,1,-1,-1,50,50,0.00,0.00,1.73,0.62,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,1.65,3.60,4.75,1.33,2.15,3.75,7.00,2.10,1.67,Estadio Nacional de Costa Rica
1709319600,Mar 01 2024 - 7:00pm,complete,N/A,Trinidad and Tobago,Jamaica,N/A,N/A,0.00,0.00,1.75,2.00,0,1,1,0,0,0,"","58",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Hasely Crawford Stadium
